,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR,Name,Unnamed: 0.1
7,7, SK,29,119,425,372,55,101,16,0,12,153,51,9,3,11,0,56,3,12,3,0.272,0.337,0.41100000000000003,0.748,0.33,94.8,2.13,정경배,7.0
8,8, SK,30,105,421,362,51,107,23,0,9,157,47,2,4,11,0,63,9,13,3,0.29600000000000004,0.368,0.434,0.8009999999999999,0.359,113.3,2.71,정경배,8.0
9,9, SK,31,126,502,427,49,122,16,1,11,173,63,7,8,10,1,75,7,14,7,0.28600000000000003,0.361,0.405,0.7659999999999999,0.344,107.7,2.87,정경배,9.0
10,10, SK,32,84,237,205,19,43,10,0,3,62,21,0,5,3,0,32,5,8,3,0.21,0.28,0.302,0.5820000000000001,0.268,61.8,-0.06,정경배,10.0
11,11, SK,33,116,381,333,30,75,16,1,4,105,50,3,3,12,1,62,6,12,2,0.225,0.295,0.315,0.611,0.282,64.8,0.35,정경배,11.0
12,12, SK,34,33,89,80,7,16,1,0,1,20,6,0,0,2,0,21,0,1,0,0.2,0.273,0.25,0.523,0.255,44.6,-0.13,정경배,12.0
13,13, SK,35,31,46,37,3,7,2,0,0,9,3,0,0,0,1,10,3,2,0,0.18899999999999997,0.318,0.243,0.561,0.258,37.1,-0.25,정경배,13.0
0,0, SK,23,52,106,88,11,17,2,0,0,19,5,4,2,4,0,13,3,8,2,0.193,0.255,0.21600000000000005,0.47100000000000003,0.214,16.2, -0.50,정근우,0.0
1,1, SK,24,120,487,430,69,122,19,4,8,173,42,45,10,4,1,60,3,13,4,0.284,0.342,0.402,0.7440000000000001,0.337,113.0, 4.21,정근우,1.0
2,2, SK,25,111,391,341,62,110,24,2,9,165,44,24,10,6,0,44,6,9,0,0.32299999999999995,0.395,0.484,0.879,0.39799999999999996,149.1, 4.88,정근우,2.0
3,3, SK,26,124,550,491,73,154,20,4,8,206,58,40,20,3,1,53,9,6,4,0.314,0.373,0.42,0.7929999999999999,0.3670000000000001,122.6, 4.57,정근우,3.0
4,4, SK,27,127,565,480,98,168,29,4,9,232,59,53,13,11,1,55,8,2,5,0.35,0.4370000000000001,0.483,0.92,0.41700000000000004,145.9, 6.86,정근우,4.0
5,5, SK,28,128,563,485,75,148,25,2,2,183,48,33,13,8,5,51,9,22,1,0.305,0.375,0.377,0.753,0.33799999999999997,97.6, 3.05,정근우,5.0
6,6, SK,29,90,385,326,60,100,19,0,6,137,40,20,9,4,2,37,10,15,2,0.307,0.384,0.42,0.804,0.36200000000000004,118.4, 2.96,정근우,6.0
7,7, SK,30,127,534,467,53,124,13,4,8,169,46,22,12,6,3,33,10,12,2,0.266,0.33899999999999997,0.36200000000000004,0.701,0.325,100.5, 2.93,정근우,7.0
8,8, SK,31,112,476,407,64,114,19,3,9,166,35,28,11,7,6,48,6,11,1,0.28,0.368,0.408,0.7759999999999999,0.353,107.5, 3.20,정근우,8.0
9,9, 한화,32,125,549,464,91,137,28,5,6,193,44,32,3,9,0,56,11,7,3,0.295,0.391,0.41600000000000004,0.807,0.369,101.7, 3.67,정근우,9.0
10,10, 한화,33,126,552,468,99,148,30,2,12,218,66,21,6,8,1,66,14,13,2,0.316,0.40299999999999997,0.466,0.868,0.384,119.2, 4.91,정근우,10.0
11,11, 한화,34,138,650,575,121,178,31,2,18,267,88,22,6,9,2,58,14,1,5,0.31,0.381,0.46399999999999997,0.845,0.381,112.5, 4.37,정근우,11.0
12,12, 한화,35,105,442,391,73,129,22,0,11,184,46,6,6,10,3,48,12,5,3,0.33,0.392,0.47100000000000003,0.863,0.379,120.1, 3.08,정근우,12.0
13,13, 한화,36,102,425,375,63,114,24,1,11,173,57,6,5,7,1,43,12,1,3,0.304,0.377,0.461,0.8390000000000001,0.369,111.8, 1.64,정근우,13.0
14,14, 한화,37,88,305,277,37,77,10,1,3,98,30,8,5,4,1,43,11,3,1,0.278,0.33399999999999996,0.354,0.688,0.32,94.3, 0.76,정근우,14.0
15,15, LG,38,72,177,154,23,37,4,0,1,44,14,7,2,2,1,23,4,3,1,0.24,0.322,0.28600000000000003,0.608,0.287,64.4, ,정근우,15.0
0,0, 해태,19,108,416,366,49,107,19,1,7,149,39,5,6,8,0,51,8,12,4,0.292,0.349,0.40700000000000003,0.7559999999999999,0.33,90.6,1.55,정성훈,0.0
1,1, 해태,20,119,499,457,50,119,21,3,1,149,37,10,4,3,0,55,7,12,2,0.26,0.302,0.326,0.628,0.28300000000000003,61.5,-1.23,정성훈,1.0
2,2, 해태/KIA,21,49,179,161,17,45,7,1,4,66,18,6,4,1,0,18,5,4,1,0.28,0.331,0.41,0.741,0.331,87.8,0.64,정성훈,2.0
3,3, KIA,22,114,385,340,65,106,19,3,9,158,39,16,4,9,2,42,9,5,3,0.312,0.376,0.465,0.841,0.368,127.3,3.63,정성훈,3.0
4,4, 현대,23,91,379,338,55,116,17,0,13,172,51,9,4,8,1,40,20,9,1,0.34299999999999997,0.397,0.509,0.9059999999999999,0.397,140.9,3.85,정성훈,4.0
5,5, 현대,24,118,540,470,66,125,23,0,8,172,59,1,3,7,3,60,11,8,1,0.266,0.35,0.366,0.716,0.331,94.1,2.3,정성훈,5.0
6,6, 현대,25,126,523,458,61,122,20,1,17,195,72,7,3,7,0,67,14,9,0,0.266,0.34600000000000003,0.426,0.772,0.349,110.8,3.42,정성훈,6.0
7,7, 현대,26,122,492,416,56,121,26,0,13,186,66,3,4,7,4,43,15,12,8,0.29100000000000004,0.369,0.447,0.816,0.365,132.7,4.2,정성훈,7.0
8,8, 현대,27,122,503,445,59,129,29,1,16,208,76,1,2,8,5,66,9,7,3,0.29,0.35700000000000004,0.467,0.8240000000000001,0.371,128.0,4.15,정성훈,8.0
9,9, 히어로즈,28,109,399,355,43,96,21,2,3,130,34,8,4,5,1,41,13,2,1,0.27,0.345,0.366,0.711,0.336,100.8,2.14,정성훈,9.0
10,10, LG,29,121,494,419,62,126,19,2,10,179,70,5,0,4,2,46,10,8,4,0.301,0.389,0.4270000000000001,0.816,0.3670000000000001,111.2,3.39,정성훈,10.0
11,11, LG,30,111,418,365,52,96,20,1,4,130,38,3,1,4,1,58,14,6,2,0.263,0.342,0.35600000000000004,0.698,0.32299999999999995,87.6,1.55,정성훈,11.0
12,12, LG,31,127,494,422,61,123,18,1,10,173,57,9,2,5,1,69,16,11,7,0.29100000000000004,0.3670000000000001,0.41,0.7759999999999999,0.355,113.6,3.51,정성훈,12.0
13,13, LG,32,107,438,365,50,113,27,3,12,182,53,3,3,1,2,62,13,2,5,0.31,0.41100000000000003,0.499,0.909,0.41600000000000004,164.8,5.5,정성훈,13.0
14,14, LG,33,121,477,407,64,127,22,1,9,178,62,13,6,7,0,58,12,0,4,0.312,0.405,0.4370000000000001,0.8420000000000001,0.396,137.7,4.66,정성훈,14.0
15,15, LG,34,112,455,383,71,126,25,1,13,192,59,10,2,7,2,56,13,2,4,0.32899999999999996,0.424,0.501,0.925,0.413,144.4,3.96,정성훈,15.0
16,16, LG,35,117,440,363,47,103,16,1,9,148,45,9,4,13,5,65,9,6,4,0.284,0.392,0.408,0.799,0.361,113.0,1.68,정성훈,16.0
17,17, LG,36,126,418,370,58,119,22,1,6,161,64,8,4,5,1,59,9,5,5,0.322,0.38,0.435,0.815,0.369,107.7,1.37,정성훈,17.0
18,18, LG,37,115,321,276,32,86,14,0,6,118,30,4,3,6,2,49,4,1,2,0.312,0.4,0.428,0.828,0.375,121.2,1.55,정성훈,18.0
19,19, KIA,38,88,205,183,22,54,11,0,4,77,28,0,1,5,1,49,5,0,1,0.295,0.366,0.42100000000000004,0.787,0.35100000000000003,102.7,0.7,정성훈,19.0
0,0, OB,18,117,178,154,34,33,3,1,0,38,10,25,9,6,0,24,2,3,0,0.214,0.309,0.247,0.555,0.268,67.2,0.5,정수근,0.0
1,1, OB,19,126,551,490,69,124,20,6,1,159,26,43,25,6,1,54,9,11,2,0.253,0.319,0.324,0.643,0.298,85.8,2.22,정수근,1.0
2,2, OB,20,103,443,377,59,99,9,2,2,118,34,50,15,7,1,49,5,7,6,0.263,0.349,0.313,0.662,0.309,89.6,2.45,정수근,2.0
3,3, OB,21,125,549,480,88,138,19,11,1,182,36,44,13,6,3,44,7,9,2,0.28800000000000003,0.36200000000000004,0.379,0.741,0.332,107.3,4.2,정수근,3.0
4,4, 두산,22,129,589,505,100,164,28,8,2,214,55,57,13,4,1,56,12,5,5,0.325,0.408,0.424,0.831,0.376,121.0,5.55,정수근,4.0
5,5, 두산,23,127,567,502,82,139,23,3,3,177,50,47,7,5,0,40,5,7,6,0.27699999999999997,0.341,0.353,0.6940000000000001,0.317,83.7,2.78,정수근,5.0
6,6, 두산,24,122,546,467,95,143,21,9,2,188,53,52,11,1,1,51,8,2,5,0.306,0.395,0.40299999999999997,0.7979999999999999,0.3720000000000001,115.2,4.85,정수근,6.0
7,7, 두산,25,122,482,426,58,100,9,2,3,122,22,40,14,3,2,51,8,8,1,0.235,0.31,0.28600000000000003,0.597,0.27399999999999997,60.7,0.68,정수근,7.0
8,8, 두산,26,89,294,262,32,84,11,3,0,101,17,15,7,4,1,27,1,2,2,0.321,0.384,0.386,0.769,0.354,111.8,2.15,정수근,8.0
9,9, 롯데,27,92,340,292,37,75,11,1,3,97,29,24,5,3,1,38,4,6,1,0.257,0.34700000000000003,0.332,0.68,0.319,85.7,1.62,정수근,9.0
10,10, 롯데,28,109,431,370,63,106,21,2,0,131,29,21,15,4,1,53,3,6,2,0.28600000000000003,0.374,0.354,0.728,0.341,105.7,2.5,정수근,10.0
11,11, 롯데,29,83,333,295,44,84,14,1,2,106,21,19,4,1,0,36,7,10,1,0.285,0.344,0.359,0.703,0.32299999999999995,102.7,1.66,정수근,11.0
12,12, 롯데,30,105,395,341,45,100,25,1,4,139,36,10,5,1,0,38,6,9,2,0.293,0.371,0.408,0.778,0.35700000000000004,119.6,2.37,정수근,12.0
13,13, 롯데,31,80,362,309,51,90,16,0,0,106,25,24,13,0,0,40,5,2,0,0.29100000000000004,0.392,0.34299999999999997,0.735,0.35700000000000004,115.2,1.97,정수근,13.0
14,14, 롯데,32,15,68,59,9,14,0,0,1,17,7,3,0,0,0,7,2,3,1,0.237,0.292,0.28800000000000003,0.58,0.261,39.8,-0.19,정수근,14.0
0,0, 두산,19,85,259,231,47,61,8,6,3,90,17,13,7,3,0,45,1,0,1,0.264,0.34,0.39,0.7290000000000001,0.33399999999999996,89.0, 1.11,정수빈,0.0
1,1, 두산,20,76,156,143,35,46,8,6,1,69,19,13,3,0,0,25,2,1,2,0.322,0.361,0.483,0.8440000000000001,0.376,122.9, 1.49,정수빈,1.0
2,2, 두산,21,128,476,414,66,118,17,8,1,154,38,31,8,11,0,77,5,8,3,0.285,0.361,0.3720000000000001,0.733,0.34299999999999997,105.5, 2.65,정수빈,2.0
3,3, 두산,22,101,357,315,46,74,11,7,0,99,32,24,6,3,1,46,5,19,2,0.235,0.281,0.314,0.595,0.266,59.3, 0.66,정수빈,3.0
4,4, 두산,23,125,260,228,57,63,2,8,2,87,29,23,8,6,0,29,1,8,2,0.276,0.337,0.382,0.7190000000000001,0.32799999999999996,90.2, 1.38,정수빈,4.0
5,5, 두산,24,128,507,431,79,132,18,7,6,182,49,32,5,11,1,68,8,22,2,0.306,0.379,0.42200000000000004,0.802,0.35200000000000004,99.7, 3.30,정수빈,5.0
6,6, 두산,25,128,570,491,79,145,27,7,2,192,59,15,9,11,1,70,9,19,6,0.295,0.361,0.391,0.752,0.33399999999999996,91.2, 2.29,정수빈,6.0
7,7, 두산,26,114,305,269,49,65,7,2,2,82,20,12,4,6,0,48,7,4,1,0.242,0.319,0.305,0.624,0.29600000000000004,58.1, 0.05,정수빈,7.0
8,8, 두산,28,26,112,98,20,36,2,1,2,46,23,5,2,1,0,13,1,0,2,0.3670000000000001,0.429,0.469,0.898,0.402,136.7, 1.06,정수빈,8.0
9,9, 두산,29,123,513,441,75,117,19,5,0,146,42,26,8,6,0,60,6,4,5,0.265,0.354,0.331,0.685,0.325,95.0, 2.08,정수빈,9.0
10,10, 두산,30,141,559,490,84,146,17,8,5,194,59,15,6,2,3,56,10,7,5,0.298,0.368,0.396,0.764,0.348,104.3, ,정수빈,10.0
11,11, 두산,31,104,351,313,50,81,19,4,3,117,37,12,7,3,1,50,7,4,2,0.259,0.326,0.374,0.7,0.325,91.6, 1.47,정수빈,11.0
12,12, 두산,32,34,115,103,14,23,1,2,0,28,10,10,2,0,0,15,0,2,1,0.223,0.28300000000000003,0.272,0.555,0.261,60.9, 0.17,정수빈,12.0
0,0.0, 롯데,26,103,339,295,34,68,16,2,9,115,40,1,2,6,3,98,2,5,1,0.231,0.317,0.39,0.7070000000000001,0.312,93.2,0.92,조경환,0.0
1,1.0, 롯데,27,118,383,342,49,97,22,2,19,180,65,1,3,5,0,108,4,5,2,0.284,0.34700000000000003,0.526,0.873,0.369,115.9,2.05,조경환,1.0
2,2.0, 롯데,28,113,438,386,52,102,15,2,25,196,64,1,4,9,2,113,6,0,1,0.264,0.349,0.508,0.857,0.373,121.5,2.57,조경환,2.0
3,3.0, 롯데,29,120,497,433,65,131,33,0,26,242,102,2,0,8,2,109,6,3,6,0.303,0.377,0.5589999999999999,0.935,0.406,137.5,4.08,조경환,3.0
4,4.0, 롯데|SK,30,93,310,280,37,60,15,3,13,120,33,0,1,6,1,99,2,2,2,0.214,0.27899999999999997,0.429,0.708,0.305,83.6,0.53,조경환,4.0
5,5.0, SK,30,28,63,55,8,12,4,2,1,23,8,0,1,1,0,19,1,2,0,0.218,0.295,0.418,0.713,0.304,82.6,0.07,조경환,5.0
6,6.0, 롯데,30,65,247,225,29,48,11,1,12,97,25,0,0,5,1,80,1,0,2,0.213,0.275,0.431,0.706,0.305,83.8,0.43,조경환,6.0
7,7.0, SK,31,121,441,376,63,107,20,1,23,198,68,2,6,11,0,103,10,8,1,0.285,0.376,0.527,0.903,0.392,139.0,2.69,조경환,7.0
8,8.0, SK,32,92,268,226,27,54,5,0,5,74,31,4,1,7,0,68,9,7,0,0.239,0.341,0.327,0.6679999999999999,0.313,81.8,0.39,조경환,8.0
9,9.0, SK,33,19,35,34,4,7,0,0,2,13,4,0,0,1,0,12,0,0,0,0.20600000000000002,0.22899999999999998,0.382,0.611,0.273,58.2,-0.05,조경환,9.0
10,10.0, SK|KIA,34,54,143,121,11,28,7,0,4,47,19,1,0,3,1,32,4,3,1,0.231,0.32899999999999996,0.38799999999999996,0.7170000000000001,0.327,105.3,0.57,조경환,10.0
11,11.0, SK,34,4,6,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.16699999999999998,0.0,0.16699999999999998,0.11800000000000001,-48.1,-0.08,조경환,11.0
12,12.0, KIA,34,50,137,116,11,28,7,0,4,47,19,1,0,3,1,29,4,3,1,0.24100000000000002,0.336,0.405,0.741,0.336,111.9,0.65,조경환,12.0
13,13.0, KIA,35,64,152,129,8,29,8,0,5,52,18,0,2,4,0,39,3,3,0,0.225,0.32899999999999996,0.40299999999999997,0.732,0.336,104.1,0.48,조경환,13.0
0,0, 삼성,19,5,7,7,2,2,0,0,1,5,1,0,0,0,0,2,0,0,0,0.28600000000000003,0.28600000000000003,0.7140000000000001,1.0,0.41600000000000004,160.4,0.09,조동찬,0.0
1,1, 삼성,20,14,24,23,1,4,0,1,0,6,4,0,0,0,0,8,0,0,1,0.174,0.16699999999999998,0.261,0.428,0.184,-5.4,-0.17,조동찬,1.0
2,2, 삼성,21,123,394,342,44,76,18,0,7,115,29,3,0,7,0,94,11,16,4,0.222,0.28600000000000003,0.336,0.622,0.278,58.4,0.5,조동찬,2.0
3,3, 삼성,22,122,447,387,55,106,16,0,16,170,63,17,6,15,0,84,9,3,3,0.27399999999999997,0.36,0.439,0.8,0.365,121.5,3.61,조동찬,3.0
4,4, 삼성,23,107,421,370,51,96,13,0,10,139,46,20,4,6,0,80,9,15,1,0.259,0.32299999999999995,0.376,0.698,0.317,98.3,2.47,조동찬,4.0
5,5, 삼성,24,38,129,106,14,20,3,0,0,23,10,3,1,6,1,23,2,6,0,0.18899999999999997,0.301,0.217,0.518,0.249,42.8,-0.16,조동찬,5.0
6,6, 삼성,25,68,186,151,25,34,2,0,2,42,14,8,3,5,0,32,4,6,5,0.225,0.322,0.278,0.6,0.28600000000000003,66.7,0.3,조동찬,6.0
7,7, 삼성,26,75,252,215,34,55,8,0,8,87,29,21,1,3,1,46,4,6,2,0.256,0.342,0.405,0.746,0.33,86.4,1.32,조동찬,7.0
8,8, 삼성,27,95,377,332,61,97,20,2,9,148,51,33,5,7,2,75,3,9,1,0.292,0.359,0.446,0.805,0.35700000000000004,109.9,3.06,조동찬,8.0
9,9, 삼성,28,85,235,208,27,45,7,0,4,64,25,18,1,2,0,47,4,3,3,0.21600000000000005,0.285,0.308,0.5920000000000001,0.27899999999999997,61.8,0.56,조동찬,9.0
10,10, 삼성,29,94,313,270,40,77,15,2,6,114,39,12,3,6,0,68,3,6,2,0.285,0.363,0.42200000000000004,0.785,0.361,125.8,2.84,조동찬,10.0
11,11, 삼성,30,74,261,221,36,53,15,0,7,89,25,7,2,4,0,54,4,10,1,0.24,0.327,0.40299999999999997,0.7290000000000001,0.32799999999999996,90.1,1.15,조동찬,11.0
12,12, 삼성,31,31,87,74,8,20,4,0,1,27,6,5,2,1,0,21,5,1,1,0.27,0.361,0.365,0.725,0.336,84.0,0.26,조동찬,12.0
13,13, 삼성,33,90,282,247,32,68,11,1,10,111,36,0,1,3,0,64,7,3,3,0.275,0.348,0.449,0.797,0.354,95.6,0.79,조동찬,13.0
14,14, 삼성,34,122,393,353,35,102,23,0,10,155,46,3,0,10,0,72,8,4,4,0.289,0.345,0.439,0.784,0.345,98.2,1.41,조동찬,14.0
15,15, 삼성,35,28,59,54,5,12,1,0,1,16,2,0,0,0,0,14,2,1,0,0.222,0.276,0.29600000000000004,0.5720000000000001,0.258,40.1,-0.3,조동찬,15.0
0,0, 롯데,23,25,13,10,6,4,1,0,1,8,1,0,0,0,0,2,0,0,0,0.4,0.539,0.8,1.339,0.552,235.9,0.29,조성환,0.0
1,1, 롯데,24,57,106,93,15,21,3,0,1,27,4,5,1,2,0,17,0,1,1,0.226,0.305,0.29,0.595,0.27899999999999997,58.8,0.11,조성환,1.0
2,2, 롯데,25,88,112,92,23,18,4,2,0,26,14,6,0,3,0,16,3,7,0,0.196,0.295,0.28300000000000003,0.578,0.262,41.8,-0.03,조성환,2.0
3,3, 롯데,26,104,293,255,38,60,14,0,0,74,21,10,5,7,0,42,2,10,3,0.235,0.3,0.29,0.591,0.266,56.0,0.06,조성환,3.0
4,4, 롯데,27,129,543,486,73,149,25,2,6,196,38,23,11,12,3,57,5,7,1,0.307,0.369,0.40299999999999997,0.773,0.35,108.7,3.65,조성환,4.0
5,5, 롯데,28,19,87,70,6,18,4,0,0,22,1,3,0,4,1,16,1,5,0,0.257,0.366,0.314,0.68,0.309,79.1,0.3,조성환,5.0
6,6, 롯데,32,123,525,462,79,151,27,3,10,214,81,31,3,11,0,81,6,4,11,0.327,0.382,0.46299999999999997,0.845,0.387,136.6,5.82,조성환,6.0
7,7, 롯데,33,76,294,269,35,79,19,0,8,122,36,13,2,2,0,33,7,1,3,0.294,0.341,0.45399999999999996,0.795,0.353,101.9,1.79,조성환,7.0
8,8, 롯데,34,111,458,414,83,139,31,0,8,194,52,8,2,4,1,58,8,2,3,0.336,0.39,0.469,0.8590000000000001,0.391,132.2,4.33,조성환,8.0
9,9, 롯데,35,117,459,407,45,99,19,0,6,136,36,9,6,3,1,87,11,10,2,0.243,0.31,0.33399999999999996,0.644,0.299,75.7,1.0,조성환,9.0
10,10, 롯데,36,103,390,345,40,96,14,0,3,119,33,5,2,1,0,58,7,14,2,0.278,0.332,0.345,0.677,0.312,91.7,1.66,조성환,10.0
11,11, 롯데,37,74,194,167,15,40,6,0,1,49,12,3,1,2,0,23,0,5,3,0.24,0.312,0.293,0.606,0.287,62.9,0.18,조성환,11.0
12,12, 롯데,38,6,8,7,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.125,0.0,0.125,0.09300000000000001,-73.9,-0.14,조성환,12.0
0,0.0, 쌍방울,23,86,247,223,26,61,5,1,4,80,13,15,6,1,0,15,4,10,1,0.27399999999999997,0.312,0.359,0.6709999999999999,0.301,87.5,0.67,조원우,0.0
1,1.0, 쌍방울,24,38,95,87,14,20,5,1,1,30,7,3,2,0,0,7,3,3,0,0.23,0.272,0.345,0.617,0.275,73.4,0.05,조원우,1.0
2,2.0, 쌍방울,25,122,336,284,39,76,7,1,2,91,29,8,5,6,2,28,8,22,3,0.268,0.32799999999999996,0.32,0.648,0.285,77.8,0.35,조원우,2.0
3,3.0, 쌍방울,26,126,489,424,61,136,18,9,5,187,49,15,7,2,3,48,13,33,6,0.321,0.355,0.441,0.7959999999999999,0.33299999999999996,106.8,2.41,조원우,3.0
4,4.0, 쌍방울,27,126,536,479,80,149,20,4,12,213,62,23,6,7,3,46,15,12,3,0.311,0.365,0.445,0.809,0.354,122.6,4.74,조원우,4.0
5,5.0, 쌍방울,28,47,202,188,25,59,9,2,6,90,22,11,2,1,0,32,1,1,0,0.314,0.358,0.479,0.8370000000000001,0.366,114.4,1.3,조원우,5.0
6,6.0, SK,29,29,88,77,5,17,0,0,1,20,10,0,1,0,0,13,4,2,3,0.221,0.267,0.26,0.527,0.24100000000000002,32.9,-0.47,조원우,6.0
7,7.0, SK,30,111,363,307,43,75,15,1,7,113,39,7,3,4,2,48,2,6,4,0.244,0.33899999999999997,0.368,0.7070000000000001,0.322,81.9,1.2,조원우,7.0
8,8.0, SK,31,116,329,297,42,80,8,2,8,116,36,4,3,6,0,44,4,7,2,0.26899999999999996,0.32,0.391,0.71,0.312,88.5,0.76,조원우,8.0
9,9.0, SK,32,128,518,452,65,127,18,0,8,169,48,13,5,14,1,65,7,13,4,0.281,0.349,0.374,0.722,0.326,91.3,2.35,조원우,9.0
10,10.0, SK,33,119,463,386,59,107,17,2,3,137,35,5,6,11,0,49,3,20,4,0.27699999999999997,0.361,0.355,0.716,0.326,90.4,1.86,조원우,10.0
11,11.0, SK|한화,34,95,392,351,43,106,17,1,6,143,42,7,3,4,0,50,5,3,3,0.302,0.363,0.40700000000000003,0.77,0.354,114.3,2.12,조원우,11.0
12,12.0, SK,34,26,88,79,9,23,4,0,1,30,10,1,1,1,0,9,1,1,2,0.29100000000000004,0.33299999999999996,0.38,0.713,0.325,94.5,0.23,조원우,12.0
13,13.0, 한화,34,69,304,272,34,83,13,1,5,113,32,6,2,3,0,41,4,2,1,0.305,0.371,0.415,0.7859999999999999,0.363,119.7,1.87,조원우,13.0
14,14.0, 한화,35,106,391,341,48,91,10,0,1,104,25,6,2,5,0,45,6,11,4,0.267,0.332,0.305,0.637,0.298,85.1,0.78,조원우,14.0
15,15.0, 한화,36,114,359,319,36,85,15,1,4,114,26,6,1,7,0,47,9,9,1,0.266,0.32899999999999996,0.35700000000000004,0.6859999999999999,0.317,91.0,1.61,조원우,15.0
16,16.0, 한화,37,5,5,5,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.191,4.5,-0.04,조원우,16.0
0,0.0, LG,23,84,141,134,10,36,8,0,2,50,15,0,0,0,0,22,3,3,1,0.26899999999999996,0.28300000000000003,0.373,0.6559999999999999,0.287,74.9,0.52,조인성,0.0
1,1.0, LG,24,56,157,142,23,36,6,0,5,57,22,0,0,1,0,27,4,6,2,0.254,0.285,0.401,0.6859999999999999,0.28800000000000003,61.3,0.33,조인성,1.0
2,2.0, LG,25,108,258,227,19,51,5,1,5,73,33,2,1,4,0,59,6,6,5,0.225,0.282,0.322,0.603,0.26899999999999996,50.4,0.22,조인성,2.0
3,3.0, LG,26,82,210,186,19,47,10,0,5,72,26,1,2,4,0,27,4,6,2,0.253,0.309,0.387,0.696,0.309,72.2,0.66,조인성,3.0
4,4.0, LG,27,124,391,362,36,97,21,2,9,149,48,3,0,5,0,82,11,5,5,0.268,0.301,0.41200000000000003,0.7120000000000001,0.31,86.7,2.17,조인성,4.0
5,5.0, LG,28,132,456,428,43,110,20,2,19,191,58,0,1,8,0,67,17,1,4,0.257,0.292,0.446,0.7390000000000001,0.325,91.1,2.58,조인성,5.0
6,6.0, LG,29,129,432,386,40,98,16,0,8,138,49,2,5,3,0,63,9,3,4,0.254,0.319,0.358,0.677,0.314,82.2,1.85,조인성,6.0
7,7.0, LG,30,85,230,201,22,45,11,0,6,74,34,0,0,4,0,34,2,9,2,0.22399999999999998,0.285,0.368,0.653,0.28800000000000003,68.6,0.7,조인성,7.0
8,8.0, LG,31,112,362,326,37,80,18,0,10,128,38,0,1,0,5,30,11,6,2,0.245,0.303,0.39299999999999996,0.696,0.313,95.1,2.15,조인성,8.0
9,9.0, LG,32,124,464,419,44,118,24,0,13,181,73,1,1,4,3,61,8,6,5,0.282,0.332,0.4320000000000001,0.764,0.345,110.7,3.68,조인성,9.0
10,10.0, LG,33,102,353,330,25,75,18,1,10,125,49,0,0,1,1,76,6,1,4,0.22699999999999998,0.264,0.379,0.643,0.293,71.1,1.17,조인성,10.0
11,11.0, LG,34,95,300,266,35,57,10,1,14,111,36,0,2,1,1,53,10,3,2,0.214,0.29,0.41700000000000004,0.7070000000000001,0.307,70.9,0.89,조인성,11.0
12,12.0, LG,35,133,511,457,69,145,24,1,28,255,107,2,0,3,8,83,19,5,5,0.317,0.374,0.5579999999999999,0.932,0.401,140.0,5.96,조인성,12.0
13,13.0, LG,36,117,441,390,46,104,14,2,15,167,59,2,1,3,3,70,10,2,1,0.267,0.345,0.428,0.773,0.354,113.1,3.72,조인성,13.0
14,14.0, SK,37,104,307,284,32,77,13,0,9,117,40,0,1,2,1,60,5,3,2,0.271,0.313,0.41200000000000003,0.725,0.33299999999999996,106.4,2.24,조인성,14.0
15,15.0, SK,38,88,223,207,16,44,10,0,7,75,29,0,1,2,0,65,4,5,1,0.213,0.244,0.36200000000000004,0.607,0.27,51.5,0.18,조인성,15.0
16,16.0, SK|한화,39,75,185,164,16,37,7,0,7,65,34,0,0,2,0,40,5,2,3,0.226,0.29,0.396,0.6859999999999999,0.3,59.6,0.28,조인성,16.0
17,17.0, 한화,39,63,154,136,14,33,7,0,6,58,27,0,0,2,0,34,4,1,2,0.243,0.314,0.426,0.74,0.326,74.9,1.15,조인성,17.0
18,18.0, SK,39,12,31,28,2,4,0,0,1,7,7,0,0,0,0,6,1,1,1,0.14300000000000002,0.16699999999999998,0.25,0.41700000000000004,0.17600000000000002,-19.6,-0.12,조인성,18.0
19,19.0, 한화,40,106,310,276,33,64,11,0,11,108,44,0,0,6,0,89,5,11,1,0.23199999999999998,0.28800000000000003,0.391,0.679,0.293,58.8,0.05,조인성,19.0
20,20.0, 한화,41,76,146,137,10,23,2,0,3,34,7,0,0,1,0,38,2,6,0,0.168,0.18600000000000005,0.248,0.434,0.188,-12.4,-1.36,조인성,20.0
21,21.0, 한화,42,16,29,29,1,4,0,0,0,4,0,0,0,0,0,9,1,0,0,0.138,0.138,0.138,0.276,0.128,-46.6,-0.37,조인성,21.0
0,0.0, OB,23,95,309,281,21,68,7,0,4,87,20,2,0,6,0,44,7,2,0,0.242,0.306,0.31,0.616,0.289,75.3,1.23,진갑용,0.0
1,1.0, OB,24,88,271,253,12,68,14,1,2,90,22,1,1,0,0,44,10,3,1,0.26899999999999996,0.306,0.35600000000000004,0.662,0.298,82.4,1.22,진갑용,1.0
