,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR,Name,Unnamed: 0.1
8,8, 태평양,30,119,421,368,49,97,16,0,15,158,50,3,6,12,4,74,15,3,0,0.264,0.35200000000000004,0.429,0.7809999999999999,0.35700000000000004,126.1,3.92,김동기,8.0
9,9, 태평양,31,66,200,173,16,30,4,1,9,63,28,1,0,5,1,38,7,3,1,0.17300000000000001,0.26899999999999996,0.364,0.633,0.285,80.5,0.91,김동기,9.0
10,10, 현대,32,48,114,99,13,21,2,0,5,38,13,0,1,2,0,21,3,0,1,0.212,0.307,0.384,0.691,0.321,102.5,0.76,김동기,10.0
0,0, LG,22,110,416,352,46,102,20,1,13,163,62,15,10,10,1,40,6,2,7,0.29,0.379,0.46299999999999997,0.8420000000000001,0.39,140.6,4.89,김동수,0.0
1,1, LG,23,90,294,255,29,50,8,3,5,79,24,5,6,8,0,38,4,2,3,0.196,0.28800000000000003,0.31,0.598,0.28300000000000003,68.0,0.86,김동수,1.0
2,2, LG,24,121,433,381,47,98,15,4,20,181,69,3,2,5,4,45,10,1,1,0.257,0.34299999999999997,0.475,0.818,0.363,118.4,4.0,김동수,2.0
3,3, LG,25,115,427,372,47,102,16,3,16,172,56,7,0,6,3,40,11,3,5,0.27399999999999997,0.35100000000000003,0.462,0.8140000000000001,0.373,146.5,5.48,김동수,3.0
4,4, LG,26,95,369,316,45,91,20,3,6,135,42,4,4,5,3,39,6,4,1,0.28800000000000003,0.381,0.4270000000000001,0.8079999999999999,0.37,136.6,4.16,김동수,4.0
5,5, LG,27,108,393,334,40,87,15,2,10,136,35,4,0,4,3,45,8,11,4,0.26,0.34299999999999997,0.40700000000000003,0.75,0.332,114.0,3.47,김동수,5.0
6,6, LG,28,108,385,330,43,81,11,0,12,128,50,0,4,10,1,36,9,9,3,0.245,0.33,0.38799999999999996,0.718,0.326,106.2,2.73,김동수,6.0
7,7, LG,29,121,472,394,54,93,26,0,17,170,66,2,2,9,4,70,6,7,8,0.23600000000000002,0.336,0.431,0.767,0.337,109.9,3.77,김동수,7.0
8,8, LG,30,118,471,408,67,116,28,2,20,208,66,2,3,9,2,71,8,4,6,0.284,0.36200000000000004,0.51,0.872,0.37799999999999995,140.5,5.5,김동수,8.0
9,9, LG,31,104,389,334,55,96,22,1,16,168,65,1,3,10,2,46,7,3,3,0.287,0.376,0.503,0.879,0.37799999999999995,122.8,3.67,김동수,9.0
10,10, 삼성,32,90,238,200,23,41,9,1,11,85,30,0,2,4,2,43,7,0,3,0.205,0.319,0.425,0.7440000000000001,0.327,90.8,1.27,김동수,10.0
11,11, 삼성,33,89,217,181,18,50,11,0,5,76,30,0,0,4,0,23,5,6,4,0.276,0.36,0.42,0.78,0.34700000000000003,98.7,1.41,김동수,11.0
12,12, SK,34,95,299,251,28,61,10,2,11,108,32,1,1,9,1,51,4,14,3,0.243,0.32299999999999995,0.43,0.753,0.316,91.3,1.76,김동수,12.0
13,13, 현대,35,117,441,367,48,113,15,1,16,178,68,3,4,8,5,57,10,15,6,0.308,0.39,0.485,0.875,0.375,125.6,4.27,김동수,13.0
14,14, 현대,36,113,381,311,38,78,13,1,2,99,31,2,2,13,0,42,10,21,4,0.251,0.342,0.318,0.66,0.3,73.5,1.37,김동수,14.0
15,15, 현대,37,96,318,274,24,60,4,2,10,98,30,2,1,5,0,56,2,18,1,0.21899999999999997,0.28300000000000003,0.358,0.6409999999999999,0.27899999999999997,63.5,0.83,김동수,15.0
16,16, 현대,38,115,391,333,38,93,12,0,5,120,40,3,1,8,3,39,10,17,4,0.27899999999999997,0.348,0.36,0.708,0.318,99.1,2.6,김동수,16.0
17,17, 현대,39,111,356,306,22,85,18,0,4,115,39,2,4,1,2,19,6,16,7,0.278,0.32899999999999996,0.376,0.705,0.312,87.5,1.73,김동수,17.0
18,18, 히어로즈,40,94,180,159,15,38,7,2,1,52,23,0,0,1,0,15,4,3,2,0.239,0.305,0.327,0.632,0.29600000000000004,73.9,0.69,김동수,18.0
19,19, 히어로즈,41,29,70,57,14,21,6,0,2,33,13,0,0,1,0,6,0,2,1,0.368,0.456,0.579,1.035,0.44299999999999995,162.5,1.01,김동수,19.0
0,0, OB,22,125,510,457,69,121,21,1,24,216,89,4,3,8,2,87,14,0,16,0.265,0.31,0.473,0.7829999999999999,0.33799999999999997,111.8,3.37,김동주,0.0
1,1, 두산,23,114,455,399,62,128,25,3,22,225,84,2,1,10,1,53,9,1,4,0.321,0.39399999999999996,0.564,0.958,0.41,144.7,4.94,김동주,1.0
2,2, 두산,24,127,539,469,78,159,29,1,31,283,106,5,2,13,1,65,17,0,6,0.33899999999999997,0.414,0.603,1.0170000000000001,0.439,168.2,7.28,김동주,2.0
3,3, 두산,25,103,421,364,49,118,18,0,18,190,62,2,2,4,5,57,10,0,6,0.324,0.401,0.522,0.9229999999999999,0.409,140.4,2.76,김동주,3.0
4,4, 두산,26,120,487,415,63,132,21,0,26,231,79,1,1,13,2,61,8,0,7,0.318,0.405,0.557,0.961,0.415,162.7,6.13,김동주,4.0
5,5, 두산,27,118,504,401,61,137,23,2,23,233,89,3,2,11,8,53,15,0,13,0.342,0.45,0.581,1.031,0.446,177.9,5.61,김동주,5.0
6,6, 두산,28,124,517,430,72,123,19,1,19,201,76,4,6,16,3,67,14,0,2,0.28600000000000003,0.402,0.467,0.87,0.39799999999999996,141.2,5.05,김동주,6.0
7,7, 두산,29,94,338,268,51,81,13,1,10,126,50,1,2,12,9,38,10,0,1,0.302,0.444,0.47,0.914,0.415,157.6,3.94,김동주,7.0
8,8, 두산,30,43,164,140,19,35,7,0,4,54,16,0,0,1,2,17,7,0,0,0.25,0.36,0.386,0.746,0.349,121.3,0.64,김동주,8.0
9,9, 두산,31,119,481,382,68,123,24,0,19,204,78,11,2,14,11,55,10,0,2,0.322,0.457,0.534,0.991,0.449,184.7,7.42,김동주,9.0
10,10, 두산,32,109,451,363,55,112,12,2,18,182,104,2,2,12,5,54,11,0,13,0.309,0.415,0.501,0.9159999999999999,0.415,154.9,5.18,김동주,10.0
11,11, 두산,33,105,426,354,63,125,28,0,19,210,86,3,1,8,10,55,17,0,3,0.353,0.455,0.593,1.0490000000000002,0.45399999999999996,170.9,5.76,김동주,11.0
12,12, 두산,34,110,470,387,60,114,22,0,20,196,67,0,1,10,4,45,15,1,5,0.295,0.40700000000000003,0.506,0.914,0.408,144.5,3.21,김동주,12.0
13,13, 두산,35,120,483,406,57,116,24,1,17,193,75,6,1,8,5,54,18,0,3,0.28600000000000003,0.39299999999999996,0.475,0.8690000000000001,0.39799999999999996,143.3,3.44,김동주,13.0
14,14, 두산,36,66,245,223,18,65,5,0,2,76,27,3,1,2,0,24,7,0,4,0.29100000000000004,0.33899999999999997,0.341,0.68,0.325,100.3,1.25,김동주,14.0
15,15, 두산,37,28,101,82,6,21,2,0,1,26,9,1,0,5,0,9,4,0,4,0.256,0.35600000000000004,0.317,0.674,0.32799999999999996,90.3,0.39,김동주,15.0
0,0.0, 롯데,19,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0, , 0.01,김민성,0.0
1,1.0, 롯데,20,20,28,25,6,5,1,0,0,6,1,0,0,2,0,5,1,1,0,0.2,0.259,0.24,0.499,0.23800000000000002, 32.5, -0.08,김민성,1.0
2,2.0, 롯데,21,114,389,327,51,81,17,0,4,110,37,5,5,4,0,72,8,8,2,0.248,0.349,0.336,0.6859999999999999,0.318, 78.3, 0.86,김민성,2.0
3,3.0, 롯데|넥센,22,80,223,180,26,36,4,0,2,46,12,1,0,11,1,41,6,13,1,0.2,0.31,0.256,0.565,0.263, 47.2, -0.08,김민성,3.0
4,4.0, 롯데,22,43,105,86,17,22,3,0,2,31,8,1,0,5,1,16,3,5,0,0.256,0.36,0.36,0.721,0.32299999999999995, 87.5, 0.49,김민성,4.0
5,5.0, 넥센,22,37,118,94,9,14,1,0,0,15,4,0,0,6,0,25,3,8,1,0.149,0.264,0.16,0.423,0.21, 11.0, -0.58,김민성,5.0
6,6.0, 넥센,23,124,373,314,37,74,10,1,4,98,23,12,3,9,0,51,4,22,2,0.23600000000000002,0.311,0.312,0.623,0.28300000000000003, 64.0, 0.56,김민성,6.0
7,7.0, 넥센,24,71,254,219,24,62,9,0,4,83,22,7,2,6,0,58,2,8,4,0.28300000000000003,0.34600000000000003,0.379,0.725,0.332, 105.7, 1.57,김민성,7.0
8,8.0, 넥센,25,128,523,458,60,129,24,2,15,202,72,7,7,16,1,84,11,3,4,0.282,0.36,0.441,0.8009999999999999,0.369, 118.5, 3.72,김민성,8.0
9,9.0, 넥센,26,116,486,438,60,128,29,2,12,197,77,3,1,10,1,80,10,5,3,0.292,0.349,0.45,0.799,0.354, 94.3, 2.04,김민성,9.0
10,10.0, 넥센,27,118,489,445,60,135,24,0,16,207,71,1,1,8,1,62,15,2,3,0.303,0.35700000000000004,0.465,0.823,0.365, 108.2, 2.44,김민성,10.0
11,11.0, 넥센,28,141,579,510,76,156,39,5,17,256,90,6,3,3,3,89,15,1,12,0.306,0.3670000000000001,0.502,0.8690000000000001,0.38, 111.6, 3.37,김민성,11.0
12,12.0, 넥센,29,133,530,472,59,133,26,1,15,206,78,0,1,7,2,93,15,0,8,0.282,0.345,0.436,0.782,0.345, 98.7, 2.26,김민성,12.0
13,13.0, 넥센,30,128,465,413,46,117,24,0,10,171,45,1,0,6,3,80,6,1,5,0.28300000000000003,0.35100000000000003,0.414,0.765,0.33799999999999997, 93.4, 1.75,김민성,13.0
14,14.0, LG,31,107,401,361,44,94,16,0,8,134,50,2,1,4,0,75,12,5,1,0.26,0.32299999999999995,0.371,0.6940000000000001,0.32, 94.8, 1.68,김민성,14.0
15,15.0, LG,32,87,333,297,29,79,20,0,5,114,47,2,1,4,2,66,8,4,4,0.266,0.325,0.384,0.7090000000000001,0.319, 87.8, ,김민성,15.0
16,16.0, LG,33,121,426,360,35,80,22,0,8,126,39,3,3,8,2,73,7,11,5,0.222,0.313,0.35,0.6629999999999999,0.305, 80.7, 0.83,김민성,16.0
17,17.0, LG,34,23,51,45,3,7,1,0,0,8,4,0,1,0,0,6,1,1,0,0.156,0.24,0.17800000000000002,0.418,0.207, 24.9, -0.30,김민성,17.0
0,0, 롯데,18,16,16,15,0,2,0,0,0,2,1,0,0,0,0,4,0,1,0,0.133,0.133,0.133,0.267,0.11900000000000001,-39.6,-0.17,김민재,0.0
1,1, 롯데,19,82,100,96,11,17,2,1,0,21,3,0,1,1,0,18,1,1,0,0.177,0.20199999999999999,0.21899999999999997,0.42100000000000004,0.19699999999999998,7.7,-0.53,김민재,1.0
2,2, 롯데,20,104,286,253,30,66,5,4,3,88,22,2,2,3,0,33,1,8,2,0.261,0.32,0.348,0.6679999999999999,0.309,97.9,1.49,김민재,2.0
3,3, 롯데,21,98,283,248,27,61,9,3,3,85,30,7,4,5,0,35,7,6,4,0.24600000000000002,0.311,0.34299999999999997,0.653,0.3,87.0,1.35,김민재,3.0
4,4, 롯데,22,122,383,325,37,70,14,4,1,95,32,5,3,5,0,53,3,12,5,0.215,0.299,0.292,0.5920000000000001,0.271,71.7,1.12,김민재,4.0
5,5, 롯데,23,115,350,302,33,73,11,3,4,102,31,6,6,4,2,41,3,14,3,0.242,0.31,0.33799999999999997,0.647,0.29,81.0,1.33,김민재,5.0
6,6, 롯데,24,114,316,289,21,67,16,1,2,91,21,11,8,3,1,48,6,7,1,0.23199999999999998,0.278,0.315,0.593,0.268,62.2,0.42,김민재,6.0
7,7, 롯데,25,120,367,323,36,77,16,2,5,112,43,13,10,9,2,51,7,7,4,0.23800000000000002,0.306,0.34700000000000003,0.652,0.29100000000000004,78.2,1.2,김민재,7.0
8,8, 롯데,26,130,447,389,54,106,20,1,6,146,53,18,6,10,0,46,9,17,6,0.272,0.32799999999999996,0.375,0.703,0.306,74.3,1.48,김민재,8.0
9,9, 롯데,27,133,437,382,47,95,10,3,3,120,33,14,9,6,2,50,8,11,2,0.249,0.322,0.314,0.636,0.289,65.7,0.84,김민재,9.0
10,10, 롯데,28,105,374,335,48,101,14,1,2,123,37,6,6,5,0,28,5,8,3,0.301,0.353,0.3670000000000001,0.72,0.331,87.5,1.63,김민재,10.0
11,11, SK,29,131,548,488,51,126,21,3,12,189,50,15,10,11,0,45,13,19,4,0.258,0.308,0.387,0.695,0.3,80.2,2.0,김민재,11.0
12,12, SK,30,129,452,369,43,78,16,1,4,108,36,14,7,4,0,42,13,30,5,0.21100000000000002,0.299,0.293,0.591,0.261,45.1,-0.17,김민재,12.0
13,13, SK,31,129,489,435,57,113,13,1,4,140,40,11,3,4,0,42,11,22,5,0.26,0.3,0.322,0.622,0.27899999999999997,57.7,0.71,김민재,13.0
14,14, SK,32,125,508,440,58,122,19,0,2,147,37,20,5,9,0,48,14,16,4,0.27699999999999997,0.34600000000000003,0.33399999999999996,0.68,0.313,86.1,2.48,김민재,14.0
15,15, 한화,33,121,428,375,41,79,17,0,5,111,27,11,3,4,0,54,18,17,1,0.21100000000000002,0.27699999999999997,0.29600000000000004,0.573,0.264,61.3,0.77,김민재,15.0
16,16, 한화,34,118,451,395,43,108,17,0,6,143,47,7,3,6,0,36,9,20,1,0.273,0.332,0.36200000000000004,0.6940000000000001,0.314,89.0,2.17,김민재,16.0
17,17, 한화,35,114,397,357,26,86,13,0,5,114,35,13,3,2,1,37,6,7,1,0.24100000000000002,0.303,0.319,0.622,0.29100000000000004,71.2,1.21,김민재,17.0
18,18, 한화,36,105,308,272,33,56,11,1,4,81,29,1,1,6,0,28,11,6,2,0.20600000000000002,0.278,0.298,0.5760000000000001,0.264,43.2,-0.56,김민재,18.0
0,0, 롯데,23,60,126,113,9,29,9,0,0,38,9,0,1,0,1,14,0,1,0,0.257,0.32799999999999996,0.336,0.664,0.311,93.6,0.62,김민호,0.0
1,1, 롯데,24,67,125,118,9,33,6,1,1,44,10,0,2,1,0,18,1,1,1,0.28,0.307,0.373,0.679,0.314,91.8,0.17,김민호,1.0
2,2, 롯데,25,93,306,279,22,65,12,2,4,93,29,3,3,2,0,31,10,5,1,0.233,0.28600000000000003,0.33299999999999996,0.619,0.29100000000000004,82.5,1.22,김민호,2.0
3,3, 롯데,26,104,397,337,36,89,15,2,4,120,50,9,2,2,6,36,7,3,5,0.264,0.358,0.35600000000000004,0.7140000000000001,0.336,105.5,1.57,김민호,3.0
4,4, 롯데,27,101,417,356,55,115,17,0,14,174,64,6,2,2,6,41,4,0,4,0.32299999999999995,0.413,0.489,0.9009999999999999,0.41100000000000003,157.3,4.07,김민호,4.0
5,5, 롯데,28,115,429,357,40,104,24,2,4,144,49,3,3,1,13,42,5,3,2,0.29100000000000004,0.401,0.40299999999999997,0.805,0.374,131.3,2.71,김민호,5.0
6,6, 롯데,29,79,328,288,44,90,19,5,8,143,45,7,2,4,5,33,6,1,1,0.313,0.391,0.4970000000000001,0.888,0.40700000000000003,150.4,3.13,김민호,6.0
7,7, 롯데,30,111,419,363,66,110,23,5,20,203,68,1,1,1,6,38,7,1,3,0.303,0.38799999999999996,0.5589999999999999,0.9470000000000001,0.42,160.2,4.32,김민호,7.0
8,8, 롯데,31,118,495,413,69,133,28,4,16,217,88,5,2,6,4,76,10,0,8,0.322,0.418,0.525,0.9440000000000001,0.42100000000000004,155.3,4.84,김민호,8.0
9,9, 롯데,32,110,404,339,44,75,17,1,11,127,62,6,4,3,4,62,8,3,1,0.221,0.33899999999999997,0.375,0.7140000000000001,0.335,116.3,1.84,김민호,9.0
10,10, 롯데,33,117,493,439,58,130,34,2,15,213,78,21,3,3,7,84,10,2,5,0.29600000000000004,0.361,0.485,0.846,0.37799999999999995,140.7,4.23,김민호,10.0
11,11, 롯데,34,88,310,284,29,61,15,3,5,97,39,2,2,0,1,67,9,0,6,0.215,0.261,0.342,0.603,0.273,72.8,-0.43,김민호,11.0
12,12, 롯데,35,44,109,93,7,16,2,0,4,30,15,1,1,2,1,18,0,3,1,0.172,0.264,0.32299999999999995,0.5870000000000001,0.264,63.7,0.17,김민호,12.0
0,0, 빙그레,23,97,314,276,23,74,12,2,4,102,35,4,5,0,1,28,7,2,2,0.268,0.34600000000000003,0.37,0.716,0.33899999999999997,117.8,1.16,김상국,0.0
1,1, 빙그레,24,85,300,274,24,70,9,2,3,92,26,3,3,2,0,22,5,3,3,0.255,0.303,0.336,0.639,0.302,82.3,1.44,김상국,1.0
2,2, 빙그레,25,81,191,170,19,40,9,1,4,63,21,1,2,0,0,20,4,1,2,0.235,0.305,0.371,0.6759999999999999,0.313,90.5,1.05,김상국,2.0
3,3, 빙그레,26,94,204,174,19,45,8,2,6,75,27,1,3,0,1,13,7,5,4,0.259,0.332,0.431,0.763,0.345,111.6,1.59,김상국,3.0
4,4, 빙그레,27,116,372,314,39,90,9,3,10,135,46,10,4,4,0,37,12,4,3,0.287,0.38299999999999995,0.43,0.813,0.38,132.5,4.17,김상국,4.0
5,5, 빙그레,28,115,352,309,40,83,19,3,8,132,43,5,1,1,1,39,7,4,3,0.26899999999999996,0.342,0.4270000000000001,0.769,0.35,114.3,3.23,김상국,5.0
6,6, 빙그레,29,113,331,295,32,79,10,2,9,120,36,5,3,2,2,38,11,3,2,0.268,0.335,0.40700000000000003,0.742,0.336,99.1,2.25,김상국,6.0
7,7, 빙그레,30,103,274,244,17,48,3,1,2,59,13,2,1,2,2,47,6,4,1,0.19699999999999998,0.27,0.242,0.512,0.245,51.9,0.36,김상국,7.0
8,8, 한화,31,115,400,336,35,86,13,0,7,120,48,4,2,5,3,43,14,11,4,0.256,0.34700000000000003,0.35700000000000004,0.7040000000000001,0.321,101.6,2.76,김상국,8.0
9,9, 한화,32,59,149,128,13,29,4,0,3,42,19,0,1,1,0,18,5,4,2,0.22699999999999998,0.303,0.32799999999999996,0.632,0.287,82.1,0.62,김상국,9.0
10,10, 현대,33,67,92,85,5,18,4,0,1,25,12,0,1,0,0,11,3,4,2,0.212,0.21600000000000005,0.294,0.51,0.222,33.1,-0.14,김상국,10.0
11,11, 현대,34,47,73,58,4,11,2,0,0,13,8,0,0,2,2,12,2,1,1,0.19,0.33299999999999996,0.22399999999999998,0.5579999999999999,0.266,59.9,0.12,김상국,11.0
0,0, 삼성,19,97,267,242,43,59,19,0,0,78,17,18,6,2,0,51,7,1,1,0.244,0.308,0.322,0.631,0.294,62.8, 0.55,김상수,0.0
1,1, 삼성,20,101,338,282,37,69,7,3,0,82,22,30,6,12,0,45,10,12,1,0.245,0.344,0.29100000000000004,0.634,0.3,72.3, 1.38,김상수,1.0
2,2, 삼성,21,128,476,406,53,113,16,4,2,143,47,29,7,7,1,61,7,15,1,0.278,0.36200000000000004,0.35200000000000004,0.715,0.332,98.0, 3.32,김상수,2.0
3,3, 삼성,22,129,489,419,64,115,18,4,2,147,36,25,11,7,1,56,8,16,6,0.27399999999999997,0.345,0.35100000000000003,0.695,0.321,97.5, 3.12,김상수,3.0
4,4, 삼성,23,115,422,372,57,111,17,3,7,155,44,14,5,5,1,44,7,9,6,0.298,0.354,0.41700000000000004,0.77,0.35,105.8, 3.06,김상수,4.0
5,5, 삼성,24,128,493,427,74,123,20,8,5,174,63,53,6,7,1,77,7,10,8,0.28800000000000003,0.354,0.40700000000000003,0.762,0.33899999999999997,86.9, 3.16,김상수,5.0
6,6, 삼성,25,132,518,449,67,125,30,4,8,187,63,26,5,6,0,56,9,13,7,0.278,0.345,0.41600000000000004,0.7609999999999999,0.335,89.9, 2.78,김상수,6.0
7,7, 삼성,26,105,401,358,56,97,13,0,3,119,38,6,4,8,0,39,9,8,4,0.271,0.326,0.332,0.6579999999999999,0.304,64.5, 0.40,김상수,7.0
8,8, 삼성,27,42,154,144,17,38,7,0,3,54,13,1,1,1,0,26,4,3,1,0.264,0.29100000000000004,0.375,0.6659999999999999,0.29100000000000004,62.8, -0.07,김상수,8.0
9,9, 삼성,28,122,499,453,63,119,13,1,10,164,50,12,9,8,0,91,11,8,3,0.263,0.314,0.36200000000000004,0.6759999999999999,0.299,67.1, 0.44,김상수,9.0
10,10, 삼성,29,129,543,468,76,127,20,2,5,166,38,21,3,15,1,67,14,6,4,0.271,0.358,0.355,0.7120000000000001,0.33399999999999996,100.0, 2.98,김상수,10.0
11,11, 삼성,30,120,471,404,71,123,18,3,5,162,47,10,3,8,1,55,16,2,2,0.304,0.397,0.401,0.7979999999999999,0.3720000000000001,118.5, ,김상수,11.0
12,12, 삼성,31,132,496,429,46,101,17,1,3,129,42,4,2,3,0,51,14,8,4,0.235,0.32,0.301,0.62,0.298,71.7, 0.38,김상수,12.0
13,13, 삼성,32,16,66,57,6,10,3,0,1,16,10,1,0,0,0,10,1,0,0,0.175,0.28800000000000003,0.281,0.569,0.276,71.7, 0.13,김상수,13.0
0,0.0, 해태/KIA,21,16,20,20,2,3,0,0,1,6,4,0,0,0,0,6,0,0,0,0.15,0.15,0.3,0.45,0.192,-3.2,-0.14,김상현,0.0
1,1.0, KIA|LG,22,31,42,32,7,10,0,1,1,15,6,0,0,3,1,18,0,0,0,0.313,0.47600000000000003,0.469,0.945,0.424,166.7,0.57,김상현,1.0
2,2.0, KIA,22,26,34,25,7,8,0,1,1,13,4,0,0,3,1,13,0,0,0,0.32,0.5,0.52,1.02,0.449,184.2,0.54,김상현,2.0
3,3.0, LG,22,5,8,7,0,2,0,0,0,2,2,0,0,0,0,5,0,0,0,0.28600000000000003,0.375,0.28600000000000003,0.6609999999999999,0.318,92.3,0.03,김상현,3.0
4,4.0, LG,23,55,209,182,24,49,9,1,7,81,28,7,1,7,0,50,1,1,3,0.26899999999999996,0.34600000000000003,0.445,0.7909999999999999,0.353,111.3,1.56,김상현,4.0
5,5.0, LG,24,100,316,277,37,67,10,2,9,108,35,7,5,7,2,77,11,3,1,0.242,0.326,0.39,0.716,0.326,90.7,1.28,김상현,5.0
6,6.0, LG,27,121,434,378,44,89,27,0,7,137,41,6,0,10,0,85,12,10,3,0.235,0.311,0.36200000000000004,0.674,0.31,85.6,1.66,김상현,6.0
7,7.0, LG,28,75,243,214,28,52,9,2,8,89,18,2,3,3,0,55,8,5,2,0.243,0.311,0.41600000000000004,0.727,0.32799999999999996,95.6,1.07,김상현,7.0
8,8.0, LG|KIA,29,121,496,448,77,141,30,2,36,283,127,7,5,6,1,103,11,0,1,0.315,0.379,0.632,1.011,0.431,155.4,5.87,김상현,8.0
9,9.0, LG,29,2,8,7,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,0.20800000000000002,3.7,-0.03,김상현,9.0
10,10.0, KIA,29,119,488,441,76,140,30,2,36,282,126,6,5,6,1,102,11,0,1,0.317,0.381,0.639,1.021,0.434,157.9,5.9,김상현,10.0
11,11.0, KIA,30,79,330,288,44,62,5,1,21,132,53,3,1,8,1,85,10,0,1,0.215,0.312,0.45799999999999996,0.7709999999999999,0.342,100.2,1.74,김상현,11.0
12,12.0, KIA,31,101,405,357,38,91,15,0,14,148,64,8,0,9,1,83,12,0,2,0.255,0.33799999999999997,0.415,0.753,0.35,110.2,2.08,김상현,12.0
13,13.0, KIA,32,32,126,116,17,30,9,0,4,51,17,1,2,3,0,26,3,1,0,0.259,0.312,0.44,0.752,0.34600000000000003,115.9,0.61,김상현,13.0
14,14.0, KIA|SK,33,113,360,322,39,76,17,0,7,114,37,8,1,4,1,84,17,1,4,0.23600000000000002,0.304,0.354,0.6579999999999999,0.308,76.7,0.38,김상현,14.0
15,15.0, SK,33,89,274,250,28,60,13,0,5,88,27,5,0,3,0,63,13,1,4,0.24,0.289,0.35200000000000004,0.6409999999999999,0.299,70.7,0.1,김상현,15.0
16,16.0, KIA,33,24,86,72,11,16,4,0,2,26,10,3,1,1,0,21,4,0,0,0.222,0.349,0.361,0.71,0.341,99.4,0.31,김상현,16.0
17,17.0, SK,34,42,87,80,8,21,3,1,5,41,20,1,1,1,0,22,2,0,1,0.263,0.31,0.513,0.823,0.35100000000000003,96.5,0.27,김상현,17.0
18,18.0, kt,35,134,539,475,71,133,20,0,27,234,88,4,5,8,4,115,21,0,6,0.28,0.354,0.493,0.847,0.369,113.2,1.85,김상현,18.0
19,19.0, kt,36,62,246,222,29,50,5,0,11,88,32,0,1,2,0,48,10,0,2,0.225,0.293,0.396,0.6890000000000001,0.308,65.7,-0.56,김상현,19.0
0,0, MBC,23,88,296,267,35,72,17,2,7,114,43,11,2,5,2,59,4,4,2,0.27,0.32299999999999995,0.4270000000000001,0.75,0.337,106.9,2.07,김상호,0.0
1,1, MBC,24,109,425,362,51,93,9,4,13,149,56,21,10,5,2,87,3,3,5,0.257,0.35100000000000003,0.41200000000000003,0.762,0.35700000000000004,120.6,2.83,김상호,1.0
2,2, OB,25,114,466,400,61,110,18,1,14,172,52,12,6,7,2,68,9,4,1,0.275,0.37,0.43,0.8,0.374,129.5,3.42,김상호,2.0
3,3, OB,26,93,358,318,33,66,10,1,5,93,42,12,9,1,0,56,5,2,2,0.20800000000000002,0.287,0.292,0.579,0.27699999999999997,63.4,-0.33,김상호,3.0
4,4, OB,27,102,416,370,61,111,26,4,12,181,49,16,7,4,2,52,4,0,0,0.3,0.377,0.489,0.867,0.391,137.9,2.96,김상호,4.0
5,5, OB,28,122,495,440,53,116,17,1,11,168,56,19,8,9,2,63,11,5,2,0.264,0.33299999999999996,0.382,0.715,0.33399999999999996,117.0,2.93,김상호,5.0
6,6, OB,29,113,471,410,55,102,11,5,9,150,49,6,7,7,3,73,3,4,3,0.249,0.33399999999999996,0.366,0.7,0.324,103.6,2.68,김상호,6.0
7,7, OB,30,126,565,504,79,137,23,2,25,239,101,10,7,6,5,113,6,4,6,0.272,0.335,0.474,0.809,0.359,133.4,4.27,김상호,7.0
8,8, OB,31,117,487,439,53,118,27,0,20,205,75,5,5,8,3,101,5,2,7,0.26899999999999996,0.324,0.467,0.7909999999999999,0.355,127.2,3.22,김상호,8.0
9,9, OB,32,96,393,343,45,108,24,3,11,171,52,4,2,4,5,71,7,1,3,0.315,0.39299999999999996,0.499,0.8909999999999999,0.396,151.3,3.93,김상호,9.0
10,10, OB,33,34,105,87,12,21,3,0,1,27,7,0,0,4,1,17,2,1,0,0.24100000000000002,0.365,0.31,0.6759999999999999,0.317,96.3,0.31,김상호,10.0
11,11, LG,34,94,257,221,39,56,10,1,8,92,40,1,1,5,0,58,2,0,2,0.253,0.35,0.41600000000000004,0.767,0.34299999999999997,98.9,0.9,김상호,11.0
12,12, LG,35,21,41,31,4,2,1,0,0,3,2,0,0,0,0,14,0,1,0,0.065,0.275,0.09699999999999999,0.3720000000000001,0.212,10.8,-0.3,김상호,12.0
0,0, MBC,24,87,311,278,25,75,15,3,0,96,31,3,2,2,3,41,6,0,4,0.27,0.33399999999999996,0.345,0.68,0.317,98.4,0.86,김상훈,0.0
1,1, MBC,25,98,395,360,33,108,23,4,5,154,51,4,4,2,3,42,7,0,4,0.3,0.35200000000000004,0.428,0.78,0.359,125.1,2.28,김상훈,1.0
2,2, MBC,26,92,402,366,43,108,13,8,2,143,42,3,1,4,3,54,5,1,4,0.295,0.34700000000000003,0.391,0.737,0.345,123.7,2.43,김상훈,2.0
3,3, MBC,27,108,436,399,37,111,17,4,10,166,57,4,1,3,2,44,9,0,3,0.278,0.33299999999999996,0.41600000000000004,0.7490000000000001,0.35100000000000003,116.5,2.18,김상훈,3.0
4,4, MBC,28,87,341,305,36,108,15,4,8,155,52,2,3,4,5,20,7,0,0,0.354,0.42200000000000004,0.508,0.9309999999999999,0.425,168.8,3.71,김상훈,4.0
